"NEXUS","Customer Flying History","09/07/2018",
"     ","",
"Customer Name","Route","Departure","Departure","A/C","Rotation",
"","","Date","Time","","",
 
"MAZ AVIATION CONSULTANTS","3973","26/02/2017","20:05","ADH","RUH-KWI-RUH",
"MAZ AVIATION CONSULTANTS","4000","07/03/2017","03:45","ADH","JED-IAD-CHS-JFK-JED",
"MAZ AVIATION CONSULTANTS","4059","31/03/2017","03:55","ADH","RUH-IST-LHR-RUH",
"MAZ AVIATION CONSULTANTS","4070","12/03/2017","15:10","ADH","MED-MED",
"MAZ AVIATION CONSULTANTS","4075","12/03/2017","14:10","ADH","JED-MED-JED",
"MAZ AVIATION CONSULTANTS","4106","06/04/2017","23:00","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","4110","28/03/2017","11:00","ADH","RUH-JED-RUH",
"MAZ AVIATION CONSULTANTS","4118","20/03/2017","15:00","ADH","RUH-JED-RUH",
"MAZ AVIATION CONSULTANTS","4122","22/03/2017","10:20","ADH","EWR-DFW-EWR",
"MAZ AVIATION CONSULTANTS","4124","25/03/2017","23:35","ADH","RUH-CDG-HAM",
"MAZ AVIATION CONSULTANTS","4161","28/03/2017","09:00","ADH","DMM-DMM-DMM",
"MAZ AVIATION CONSULTANTS","4175","28/03/2017","10:00","ADH","DMM-DMM-DMM",
"MAZ AVIATION CONSULTANTS","4180","09/04/2017","04:50","ADH","DXB-MUC-DXB",
"MAZ AVIATION CONSULTANTS","4202","01/04/2017","02:50","ADH","RUH-IAD-RUH",
"MAZ AVIATION CONSULTANTS","4242","09/04/2017","23:30","ADH","JED-FRA-SEA-FRA-JED",
"MAZ AVIATION CONSULTANTS","4254","09/04/2017","16:20","ADH","HYD-DXB-MUC-DXB-HYD",
"MAZ AVIATION CONSULTANTS","4265","20/05/2017","23:30","ADH","JED-FRA-GVA-FRA-JED",
"MAZ AVIATION CONSULTANTS","4284","12/05/2017","21:45","ADH","RUH-FRA-DFW-FRA-RUH",
"MAZ AVIATION CONSULTANTS","4348","10/05/2017","21:35","ADH","RUH-LHR-IAD-LHR-RUH",
"MAZ AVIATION CONSULTANTS","4354","22/04/2017","11:00","ADH","RUH-JED",
"MAZ AVIATION CONSULTANTS","4395","03/05/2017","21:45","ADH","RUH-FRA-MUC-FRA-RUH",
"MAZ AVIATION CONSULTANTS","4401","19/05/2017","12:00","ADH","GVA-GVA-GVA",
"MAZ AVIATION CONSULTANTS","4403","03/05/2017","21:45","ADH","RUH-FRA-MUC-FRA-RUH",
"MAZ AVIATION CONSULTANTS","4407","09/05/2017","16:20","ADH","HYD-DXB-MCO-IAH-DXB-HYD",
"MAZ AVIATION CONSULTANTS","4420","06/05/2017","19:00","ADH","JED-RUH",
"MAZ AVIATION CONSULTANTS","4425","11/05/2017","10:00","ADH","RUH-JED-RUH",
"MAZ AVIATION CONSULTANTS","4428","26/06/2017","22:00","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","4429","13/05/2017","16:20","ADH","HYD-DXB-HYD",
"MAZ AVIATION CONSULTANTS","4430","13/05/2017","14:00","ADH","DXB-DXB",
"MAZ AVIATION CONSULTANTS","4436","12/05/2017","21:45","ADH","RUH-FRA-HAM-FRA-RUH",
"MAZ AVIATION CONSULTANTS","4440","12/05/2017","13:00","ADH","RUH-KWI-RUH",
"MAZ AVIATION CONSULTANTS","4451","20/05/2017","10:55","ADH","DXB-GVA-DXB",
"MAZ AVIATION CONSULTANTS","4454","12/05/2017","11:00","ADH","DXB-DXB-DXB-DXB",
"MAZ AVIATION CONSULTANTS","4455","12/05/2017","10:55","ADH","RUH-DXB-RUH",
"MAZ AVIATION CONSULTANTS","4458","21/05/2017","07:00","ADH","GVA-GVA-GVA",
"MAZ AVIATION CONSULTANTS","4479","25/06/2017","12:00","ADH","LHR-LHR-LHR",
"MAZ AVIATION CONSULTANTS","4484","25/06/2017","21:37","ADH","SAT-ORD-LHR-ORD-SAT",
"MAZ AVIATION CONSULTANTS","4515","25/05/2017","22:40","ADH","RUH-MNL-RUH",
"MAZ AVIATION CONSULTANTS","4598","14/06/2017","10:55","ADH","IST-IAH-DFW",
"MAZ AVIATION CONSULTANTS","4609","01/07/2017","22:30","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","4631","30/06/2017","16:20","ADH","HYD-DXB-RUH-DXB-HYD",
"MAZ AVIATION CONSULTANTS","4678","28/06/2017","11:05","ADH","DMM-JED-RUH",
"MAZ AVIATION CONSULTANTS","4681","05/07/2017","05:20","ADH","DUS-LHR-DFW-LHR-DUS",
"MAZ AVIATION CONSULTANTS","4699","10/07/2017","02:55","ADH","JED-JFK-CHS-JFK-JED",
"MAZ AVIATION CONSULTANTS","4719","05/08/2017","21:30","ADH","SAT-DFW-LHR-DFW-SAT",
"MAZ AVIATION CONSULTANTS","4720","08/07/2017","21:30","ADH","RUH-MUC-HAM",
"MAZ AVIATION CONSULTANTS","4735","06/08/2017","08:00","ADH","LHR-LHR-LHR-LHR-LHR",
"MAZ AVIATION CONSULTANTS","4748","11/07/2017","07:20","ADH","HYD-RUH-HYD",
"MAZ AVIATION CONSULTANTS","4753","12/07/2017","16:00","ADH","JED-DMM-JED",
"MAZ AVIATION CONSULTANTS","4760","01/08/2017","22:10","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","4768","17/07/2017","12:00","ADH","JED-DMM-JED",
"MAZ AVIATION CONSULTANTS","4777","18/08/2017","22:00","ADH","RUH-IAD-RUH",
"MAZ AVIATION CONSULTANTS","4841","02/08/2017","18:10","ADH","DMM-DMM-DMM",
"MAZ AVIATION CONSULTANTS","4893","21/08/2017","05:00","ADH","JED-RUH-JED",
"MAZ AVIATION CONSULTANTS","4896","13/08/2017","22:50","ADH","DXB-DFW",
"MAZ AVIATION CONSULTANTS","4902","22/09/2017","05:20","ADH","DUS-LHR-DUS",
"MAZ AVIATION CONSULTANTS","4907","21/08/2017","09:00","ADH","RUH-RUH-RUH",
"MAZ AVIATION CONSULTANTS","4910","16/08/2017","16:20","ADH","HYD-DXB-BLR",
"MAZ AVIATION CONSULTANTS","4982","28/08/2017","09:00","ADH","JED-JED-JED",
"MAZ AVIATION CONSULTANTS","4996","06/09/2017","22:30","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","5010","11/09/2017","21:35","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","5023","02/09/2017","19:30","ADH","JED-RUH",
"MAZ AVIATION CONSULTANTS","5104","16/09/2017","18:20","ADH","DMM-DMM-DMM",
"MAZ AVIATION CONSULTANTS","5107","23/09/2017","21:45","ADH","RUH-FRA-STR-FRA-RUH",
"MAZ AVIATION CONSULTANTS","5124","23/09/2017","21:45","ADH","RUH-FRA-HAM-FRA-RUH",
"MAZ AVIATION CONSULTANTS","5125","23/09/2017","01:30","ADH","DMM-AUH-DFW-SEA-ORD-AUH-DMM",
"MAZ AVIATION CONSULTANTS","5127","20/09/2017","05:00","ADH","JED-RUH-JED",
"MAZ AVIATION CONSULTANTS","5199","09/10/2017","19:00","ADH","LAS-LAS-LAS",
"MAZ AVIATION CONSULTANTS","5224","04/10/2017","13:00","ADH","RUH-KWI-RUH",
"MAZ AVIATION CONSULTANTS","5230","11/10/2017","22:30","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","5293","28/10/2017","10:00","ADH","LHR-LHR-LHR-LHR",
"MAZ AVIATION CONSULTANTS","5303","26/10/2017","21:35","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","5319","25/10/2017","12:00","ADH","MCO-MCO-MCO",
"MAZ AVIATION CONSULTANTS","5323","14/11/2017","06:15","ADH","IST-HAM-IST",
"MAZ AVIATION CONSULTANTS","5348","24/10/2017","04:00","ADH","JED-RUH",
"MAZ AVIATION CONSULTANTS","5366","10/11/2017","13:10","ADH","RUH-DXB-RUH",
"MAZ AVIATION CONSULTANTS","5526","26/11/2017","17:20","ADH","JED-DXB-DFW-DXB-JED",
"MAZ AVIATION CONSULTANTS","5532","07/12/2017","22:05","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","5545","02/12/2017","12:33","ADH","SAT-LHR-RUH-LHR-SAT",
"MAZ AVIATION CONSULTANTS","5571","04/12/2017","22:20","ADH","IST-DMM-IST",
"MAZ AVIATION CONSULTANTS","5602","05/12/2017","12:00","ADH","RUH-RUH-LHR-LHR-LHR-LHR-LHR",
"MAZ AVIATION CONSULTANTS","5603","29/11/2017","07:50","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","5612","30/11/2017","06:00","ADH","RUH-JED-RUH",
"MAZ AVIATION CONSULTANTS","5660","12/12/2017","23:15","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","5663","10/12/2017","22:05","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","5682","12/12/2017","23:35","ADH","JED-MUC-JED",
"MAZ AVIATION CONSULTANTS","5790","02/01/2018","12:35","ADH","HYD-DMM-HYD",
"MAZ AVIATION CONSULTANTS","5811","19/01/2018","22:00","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","5832","19/01/2018","09:00","ADH","LBG-LBG-LBG",
"MAZ AVIATION CONSULTANTS","5906","16/01/2018","09:00","ADH","HAM-HAM-HAM",
"MAZ AVIATION CONSULTANTS","5930","18/01/2018","23:15","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","6068","10/02/2018","22:05","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","6092","25/02/2018","06:30","ADH","DUS-DFW-DUS",
"MAZ AVIATION CONSULTANTS","6184","28/02/2018","13:00","ADH","RUH-KWI-RUH",
"MAZ AVIATION CONSULTANTS","6190","25/02/2018","15:27","ADH","SAT-LHR-SAT",
"MAZ AVIATION CONSULTANTS","6191","25/02/2018","23:40","ADH","DFW-LHR-LHR-LHR-LHR-LHR",
"MAZ AVIATION CONSULTANTS","6201","12/03/2018","17:20","ADH","JED-CHS-JED",
"MAZ AVIATION CONSULTANTS","6352","25/03/2018","21:35","ADH","RUH-LHR-RUH",
"MAZ AVIATION CONSULTANTS","6384","25/03/2018","11:10","ADH","DXB-HAM-DXB",
"MAZ AVIATION CONSULTANTS","6405","25/03/2018","07:00","ADH","HAM-HAM-HAM",
"MAZ AVIATION CONSULTANTS","6434","03/04/2018","03:00","ADH","JED-CHS-JED",
"MAZ AVIATION CONSULTANTS","6450","04/04/2018","13:25","ADH","DUS-DXB-DUS",
"MAZ AVIATION CONSULTANTS","6454","29/03/2018","16:30","ADH","BOM-DFW-HYD",
"MAZ AVIATION CONSULTANTS","6609","16/04/2018","23:05","ADH","HYD-DXB-HYD",
"MAZ AVIATION CONSULTANTS","6704","01/06/2018","15:50","ADH","RUH-MNL-RUH",
"MAZ AVIATION CONSULTANTS","6754","06/05/2018","05:20","ADH","DXB-LHR-RUH",
"MAZ AVIATION CONSULTANTS","6884","19/05/2018","09:30","ADH","HYD-RUH-HYD",
"MAZ AVIATION CONSULTANTS","6906","28/05/2018","08:40","ADH","DUS-GVA-DUS",
"MAZ AVIATION CONSULTANTS","6934","24/06/2018","00:51","ADH","SAT-LHR-SAT",
"MAZ AVIATION CONSULTANTS","6935","24/06/2018","10:00","ADH","LHR-LHR-LHR-LHR-LHR",
"MAZ AVIATION CONSULTANTS","6941","29/06/2018","22:20","ADH","RUH-CDG-IAD-MCO-RUH",
"MAZ AVIATION CONSULTANTS","6965","10/06/2018","16:55","ADH","IST-DMM-IST",
"MAZ AVIATION CONSULTANTS","6973","25/06/2018","00:30","ADH","RUH-LHR-CAS-LHR-DEN-RUH",
"MAZ AVIATION CONSULTANTS","7163","27/06/2018","21:00","ADH","DXB-DFW-DXB",
"MAZ AVIATION CONSULTANTS","7241","03/07/2018","22:20","ADH","RUH-CDG-RUH",
"MAZ AVIATION CONSULTANTS","7268","08/07/2018","18:25","ADH","RUH-MNL",
"VISTAJET","5943","01/03/2018","10:00","ADH","JED-RUH-JED",
"SAUDI ARAMCO","4144","25/03/2017","06:35","ADH","BAH-KWI-BAH",
"SAUDI ARAMCO","4249","05/04/2017","19:00","ADH","RUH-CAI-RUH",
"SAUDI ARAMCO","4255","07/04/2017","11:10","ADH","CAI-BAH",
"SAUDI ARAMCO","4259","07/04/2017","16:40","ADH","GIZ-DMM",
"SAUDI ARAMCO","4271","09/04/2017","07:10","ADH","RUH-DMM",
"SAUDI ARAMCO","4285","13/10/2017","11:30","ADH","IAH-LGA-IAH",
"SAUDI ARAMCO","4328","26/04/2017","08:45","ADH","VIE-CDG-VIE",
"SAUDI ARAMCO","4352","20/04/2017","13:00","ADH","RUH-KWI",
"SAUDI ARAMCO","4405","04/05/2017","15:15","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","4415","06/05/2017","20:45","ADH","DMM-DOH-ICN-DOH-DMM",
"SAUDI ARAMCO","4443","10/05/2017","15:10","ADH","DOH-DMM",
"SAUDI ARAMCO","4487","18/05/2017","15:55","ADH","RUH-JED",
"SAUDI ARAMCO","4491","22/05/2017","14:45","ADH","GVA-MUC-TXL",
"SAUDI ARAMCO","4571","05/06/2017","09:05","ADH","DMM-JED",
"SAUDI ARAMCO","4576","08/06/2017","15:10","ADH","VIE-FRA-TSE-FRA-VIE",
"SAUDI ARAMCO","4630","18/06/2017","22:20","ADH","DMM-JED",
"SAUDI ARAMCO","4649","24/06/2017","21:50","ADH","KGL-NBO-SEZ-NBO-KGL",
"SAUDI ARAMCO","4712","07/07/2017","22:25","ADH","DMM-IST-DMM",
"SAUDI ARAMCO","4726","06/07/2017","15:15","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","4761","17/07/2017","12:10","ADH","DXB-DMM-DXB",
"SAUDI ARAMCO","4875","10/08/2017","15:15","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","4894","13/08/2017","04:30","ADH","VIE-MUC-VIE",
"SAUDI ARAMCO","4949","23/08/2017","09:00","ADH","VIE-ZRH-GVA-VIE",
"SAUDI ARAMCO","4981","27/08/2017","07:40","ADH","VIE-ZRH-GVA-VIE",
"SAUDI ARAMCO","5029","05/09/2017","15:45","ADH","VIE-GVA-VIE",
"SAUDI ARAMCO","5061","11/09/2017","04:50","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","5077","13/09/2017","05:10","ADH","VIE-GVA-VIE",
"SAUDI ARAMCO","5163","03/10/2017","08:05","ADH","VIE-DME-VIE",
"SAUDI ARAMCO","5197","07/10/2017","11:15","ADH","PBI-DFW-PBI",
"SAUDI ARAMCO","5278","14/10/2017","01:00","ADH","DMM-CAI-DMM",
"SAUDI ARAMCO","5282","14/10/2017","16:16","ADH","ICT-ATL",
"SAUDI ARAMCO","5324","31/10/2017","20:00","ADH","BKK-DXB-BKK",
"SAUDI ARAMCO","5343","23/10/2017","10:50","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","5356","26/10/2017","04:00","ADH","JED-DMM-JED",
"SAUDI ARAMCO","5387","02/11/2017","12:35","ADH","JED-DXB-JED",
"SAUDI ARAMCO","5488","14/11/2017","16:30","ADH","VIE-CGN-VIE",
"SAUDI ARAMCO","5539","22/11/2017","16:15","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","5570","25/11/2017","05:40","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","5573","14/12/2017","11:05","ADH","CAS-IAH",
"SAUDI ARAMCO","5574","26/11/2017","18:10","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","5709","16/12/2017","13:40","ADH","VIE-ZRH-VIE",
"SAUDI ARAMCO","5867","11/01/2018","04:00","ADH","DMM-JED-DMM",
"SAUDI ARAMCO","6112","08/03/2018","18:25","ADH","ICT-DFW-ICT",
"SAUDI ARAMCO","6142","15/02/2018","16:05","ADH","DMM-RUH",
"SAUDI ARAMCO","6189","22/03/2018","02:00","ADH","JED-PEK-JED",
"SAUDI ARAMCO","6224","28/02/2018","05:40","ADH","VIE-LHR-VIE",
"SAUDI ARAMCO","6538","08/04/2018","05:00","ADH","VIE-CDG-VIE",
"SAUDI ARAMCO","6560","11/04/2018","10:40","ADH","ORY-MAD-VIE",
"SAUDI ARAMCO","6591","28/04/2018","19:10","ADH","DMM-MNL-DMM",
"SAUDI ARAMCO","6672","26/04/2018","08:20","ADH","VIE-LHR-VIE-LHR-VIE",
"SAUDI ARAMCO","6760","03/05/2018","13:30","ADH","VIE-DAC-VIE",
"SAUDI ARAMCO","6892","27/05/2018","19:40","ADH","DMM-GVA-DMM",
"SAUDI ARAMCO","6907","23/05/2018","10:50","ADH","VIE-LED-VIE",
"SAUDI ARAMCO","6962","30/05/2018","12:10","ADH","RUH-DMM-RUH",
"SAUDI ARAMCO","7059","12/06/2018","22:20","ADH","DMM-VKO-DMM",
"SAUDI ARAMCO","7188","02/07/2018","13:25","ADH","ZRH-DXB-ZRH",
"RESIDENCE LTD","3942","19/02/2017","15:00","319","DHA-DXB-DHA",
"RESIDENCE LTD","3950","20/02/2017","06:45","ADH","DHA-DHA",
"RESIDENCE LTD","3951","20/02/2017","12:00","ADH","DHA-DHA",
"RESIDENCE LTD","3953","21/02/2017","08:15","319","DHA-HOF-DHA",
"RESIDENCE LTD","3955","21/02/2017","06:15","ADH","DHA-DHA",
"RESIDENCE LTD","3963","22/02/2017","12:30","319","DHA-RUH-DHA-RUH-DHA",
"RESIDENCE LTD","3967","27/02/2017","23:35","ADH","BAH-IST-AGP",
"RESIDENCE LTD","3968","03/03/2017","10:15","ADH","TLS-LHR-BAH",
"RESIDENCE LTD","3969","07/02/2017","04:30","ADH","OSR-PRG-AMS-DMM",
"RESIDENCE LTD","3970","29/01/2017","10:15","ADH","TLS-LHR-BAH",
"RESIDENCE LTD","3981","01/03/2017","09:40","ADH","DMM-DHA-RUH-DMM",
"RESIDENCE LTD","3982","28/02/2017","11:30","319","DHA-RUH-MLE-DHA",
"RESIDENCE LTD","3984","26/02/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","3985","02/03/2017","12:30","319","DHA-RUH-DHA",
"RESIDENCE LTD","3990","27/02/2017","09:55","319","DHA-DXB-DHA",
"RESIDENCE LTD","3991","01/03/2017","01:00","ADH","RUH-DOH-OTP",
"RESIDENCE LTD","3992","27/02/2017","19:25","ADH","MAN-AUH-RUH",
"RESIDENCE LTD","3996","03/03/2017","06:00","ADH","JED-DMM-JED",
"RESIDENCE LTD","4039","05/03/2017","16:00","ADH","DHA-DHA",
"RESIDENCE LTD","4040","06/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4043","14/03/2017","08:50","ADH","WAW-DOH-DMM",
"RESIDENCE LTD","4045","14/03/2017","19:10","ADH","BAH-AMS-PRG-OSR",
"RESIDENCE LTD","4046","07/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4048","07/03/2017","12:00","ADH","RUH-RUH",
"RESIDENCE LTD","4049","08/03/2017","12:30","319","DHA-RUH-DHA-RUH-DHA",
"RESIDENCE LTD","4051","09/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4053","09/03/2017","11:30","ADH","DHA-DHA",
"RESIDENCE LTD","4069","11/03/2017","10:00","ADH","RUH-RUH",
"RESIDENCE LTD","4072","12/03/2017","10:30","ADH","DHA-DHA",
"RESIDENCE LTD","4073","12/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4081","13/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4082","14/03/2017","14:40","ADH","WAW-LHR-NCE",
"RESIDENCE LTD","4083","15/03/2017","11:15","ADH","NCE-CDG-PRG-OSR",
"RESIDENCE LTD","4091","15/03/2017","10:00","ADH","NCE-NCE",
"RESIDENCE LTD","4096","16/03/2017","07:30","ADH","NCE-NCE",
"RESIDENCE LTD","4102","17/03/2017","09:30","ADH","NCE-NCE",
"RESIDENCE LTD","4104","02/04/2017","06:00","ADH","DHA-STN-BGR-AFW",
"RESIDENCE LTD","4112","20/03/2017","10:00","ADH","FAB-FAB",
"RESIDENCE LTD","4123","22/03/2017","10:00","ADH","FAB-FAB",
"RESIDENCE LTD","4128","23/03/2017","14:00","ADH","FAB-FAB",
"RESIDENCE LTD","4131","23/03/2017","10:30","ADH","RUH-RUH",
"RESIDENCE LTD","4133","19/04/2017","18:30","ERJ","DHA-RUH-DHA",
"RESIDENCE LTD","4134","26/04/2017","12:30","ADH","DHA-RUH",
"RESIDENCE LTD","4135","03/05/2017","14:25","ERJ","DHA-HOF-RUH-JED-RUH-DHA",
"RESIDENCE LTD","4136","10/05/2017","13:00","ERJ","DHA-RUH",
"RESIDENCE LTD","4138","17/05/2017","12:30","ERJ","DHA-RUH",
"RESIDENCE LTD","4141","31/05/2017","12:30","ADH","DHA-RUH",
"RESIDENCE LTD","4142","07/06/2017","12:30","ADH","DHA-RUH",
"RESIDENCE LTD","4143","14/06/2017","12:30","ADH","DHA-RUH-DHA",
"RESIDENCE LTD","4148","13/05/2017","18:55","ADH","DHA-DMM",
"RESIDENCE LTD","4149","24/05/2017","09:55","ADH","DMM-DHA",
"RESIDENCE LTD","4156","26/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4164","27/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4173","28/03/2017","02:30","ADH","DHA-DMM",
"RESIDENCE LTD","4174","29/03/2017","14:00","319","DHA-RUH-FAB-STN-BGR-AFW",
"RESIDENCE LTD","4176","28/03/2017","12:55","ADH","OTP-IST-DMM",
"RESIDENCE LTD","4177","28/03/2017","10:00","ADH","DHA-DHA",
"RESIDENCE LTD","4178","28/03/2017","08:45","ADH","JED-JED",
"RESIDENCE LTD","4179","28/03/2017","10:00","ADH","RUH-RUH",
"RESIDENCE LTD","4188","28/03/2017","16:15","ADH","DMM-DHA",
"RESIDENCE LTD","4194","03/04/2017","13:05","ADH","LHR-MAD",
"RESIDENCE LTD","4195","03/04/2017","11:50","ADH","LHR-OTP",
"RESIDENCE LTD","4196","02/04/2017","18:15","ADH","DMM-DOH-MAN",
"RESIDENCE LTD","4198","05/04/2017","04:45","ADH","TLS-FRA-DFW",
"RESIDENCE LTD","4201","29/03/2017","20:00","ADH","DHA-RUH",
"RESIDENCE LTD","4203","05/04/2017","04:45","ADH","TLS-FRA-DFW",
"RESIDENCE LTD","4204","13/04/2017","18:30","ERJ","DHA-RUH-DHA",
"RESIDENCE LTD","4206","31/03/2017","12:00","ADH","STN-STN",
"RESIDENCE LTD","4209","31/03/2017","10:00","ADH","STN-STN",
"RESIDENCE LTD","4210","01/04/2017","10:10","ADH","JED-LHR",
"RESIDENCE LTD","4211","04/04/2017","14:05","ADH","DFW-MIA-LIS-CPH",
"RESIDENCE LTD","4212","04/04/2017","14:05","ADH","DFW-MIA-LIS-MXP",
"RESIDENCE LTD","4215","03/04/2017","05:30","ADH","LGW-ALC",
"RESIDENCE LTD","4216","04/04/2017","17:15","ADH","DFW-JFK-IST-BLQ",
"RESIDENCE LTD","4230","08/04/2017","09:00","ADH","JED-JED",
"RESIDENCE LTD","4239","09/04/2017","00:05","ADH","DFW-LHR-TLS",
"RESIDENCE LTD","4244","06/05/2017","12:55","ADH","DMM-RUH",
"RESIDENCE LTD","4272","09/04/2017","20:15","ADH","JED-JED",
"RESIDENCE LTD","4277","27/05/2017","19:00","ADH","DHA-DMM",
"RESIDENCE LTD","4278","31/05/2017","09:55","ADH","DMM-DHA-DMM",
"RESIDENCE LTD","4279","07/06/2017","09:55","ADH","DMM-DHA-DMM",
"RESIDENCE LTD","4280","14/06/2017","09:55","ADH","DMM-DHA-DMM",
"RESIDENCE LTD","4287","11/04/2017","11:30","ERJ","DMM-DHA-JED-DHA-JED-DHA",
"RESIDENCE LTD","4288","11/04/2017","21:15","ADH","DHA-DMM-DHA",
"RESIDENCE LTD","4289","13/04/2017","09:55","ADH","DMM-DHA",
"RESIDENCE LTD","4300","14/04/2017","00:55","ADH","RUH-DXB-WAW",
"RESIDENCE LTD","4322","15/04/2017","18:00","ADH","DEN-DEN-DEN",
"RESIDENCE LTD","4325","16/04/2017","12:15","ADH","DMM-RUH",
"RESIDENCE LTD","4326","24/06/2017","22:50","ERJ","DHA-DMM",
"RESIDENCE LTD","4327","16/04/2017","12:35","ADH","DMM-DHA-RUH-DHA-DMM",
"RESIDENCE LTD","4329","14/04/2017","23:30","ADH","JED-FRA-DEN",
"RESIDENCE LTD","4332","08/04/2017","13:00","ADH","RUH-DHA",
"RESIDENCE LTD","4360","28/06/2017","12:30","ADH","DHA-RUH-DHA",
"RESIDENCE LTD","4361","12/07/2017","12:30","ADH","DHA-RUH-DHA",
"RESIDENCE LTD","4362","19/07/2017","12:30","ADH","DHA-RUH-DHA",
"RESIDENCE LTD","4363","26/07/2017","12:30","ADH","DHA-RUH-DHA",
"RESIDENCE LTD","4364","28/06/2017","10:00","ADH","DMM-DHA",
"RESIDENCE LTD","4366","11/07/2017","10:00","ADH","GVA-DHA",
"RESIDENCE LTD","4368","01/07/2017","12:50","ADH","DMM-RUH",
"RESIDENCE LTD","4369","01/07/2017","17:55","ADH","DHA-DMM",
"RESIDENCE LTD","4378","24/05/2017","09:55","ADH","DMM-DHA",
"RESIDENCE LTD","4422","08/05/2017","12:00","ADH","DEN-DEN-DEN",
"RESIDENCE LTD","4427","13/05/2017","12:45","ERJ","DHA-RUH",
"RESIDENCE LTD","4482","17/05/2017","18:10","ADH","DEN-BOS-DXB",
"RESIDENCE LTD","4538","10/06/2017","09:15","ADH","TLS-LHR-DFW",
"RESIDENCE LTD","4573","14/06/2017","09:55","ADH","DMM-DHA",
"RESIDENCE LTD","4626","28/06/2017","10:00","ADH","DMM-DHA",
"RESIDENCE LTD","4643","20/06/2017","16:55","ADH","BLQ-IST-DXB-BLQ",
"RESIDENCE LTD","4646","20/06/2017","16:40","ADH","CPH-IST-DXB-CPH",
"RESIDENCE LTD","4657","26/06/2017","08:00","ADH","MXP-DFW",
"RESIDENCE LTD","4660","29/06/2017","14:20","ADH","OTP-LHR",
"RESIDENCE LTD","4661","29/06/2017","13:20","ADH","OSR-PRG-LHR",
"RESIDENCE LTD","4662","29/06/2017","19:00","ADH","MAD-LHR",
"RESIDENCE LTD","4667","23/06/2017","13:00","ADH","DHA-JED-DHA",
"RESIDENCE LTD","4669","23/06/2017","10:05","ERJ","RUH-DHA",
"RESIDENCE LTD","4672","30/06/2017","12:00","ADH","AFW-BGR-FAB-JFK-MKE-JFK",
"RESIDENCE LTD","4679","26/06/2017","22:50","ADH","DXB-DFW",
"RESIDENCE LTD","4686","04/07/2017","08:30","ADH","BLQ-LHR-DFW",
"RESIDENCE LTD","4687","04/07/2017","12:20","ADH","CPH-IAD-DFW",
"RESIDENCE LTD","4688","04/07/2017","14:30","ADH","AGP-JFK-DFW",
"RESIDENCE LTD","4707","04/07/2017","06:10","ADH","MAD-FRA-DFW",
"RESIDENCE LTD","4708","03/07/2017","15:20","ADH","OSR-PRG-FRA-DFW",
"RESIDENCE LTD","4727","06/07/2017","17:30","ADH","DFW-DFW",
"RESIDENCE LTD","4740","10/07/2017","00:15","319","AFW-AFW-AFW-AFW",
"RESIDENCE LTD","4749","13/07/2017","04:05","ADH","TLS-MUC-LHR",
"RESIDENCE LTD","4750","14/07/2017","19:35","ADH","LHR-TLS",
"RESIDENCE LTD","4751","10/07/2017","23:00","ADH","AFW-AFW-AFW",
"RESIDENCE LTD","4756","12/07/2017","21:00","319","AFW-BGR-LTN-RUH-JED-DHA",
"RESIDENCE LTD","4758","13/07/2017","17:20","ADH","JNB-LHR",
"RESIDENCE LTD","4767","16/07/2017","12:00","ADH","DHA-DHA",
"RESIDENCE LTD","4769","17/07/2017","05:00","ADH","DHA-DHA",
