"NEXUS","Customer Flying History","09/07/2018",
"     ","",
"Customer Name","Route","Departure","Departure","A/C","Rotation",
"","","Date","Time","","",
 
"BONYAN AVIATION LTD","5283","14/10/2017","10:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5287","15/10/2017","09:00","ADH","RUH-RUH-RUH",
"BONYAN AVIATION LTD","5291","23/10/2017","14:00","CCJ","RUH-BEY-RUH",
"BONYAN AVIATION LTD","5312","18/10/2017","07:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5336","22/10/2017","06:30","ADH","RUH-RUH-RUH",
"BONYAN AVIATION LTD","5341","23/10/2017","06:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5355","20/10/2017","07:00","CCJ","RUH-JED-RUH",
"BONYAN AVIATION LTD","5363","25/10/2017","12:00","ADH","BEY-BEY",
"BONYAN AVIATION LTD","5392","30/10/2017","13:00","ADH","RUH-DWC",
"BONYAN AVIATION LTD","5393","30/10/2017","15:45","ADH","DWC-RUH",
"BONYAN AVIATION LTD","5398","04/11/2017","06:40","ADH","DXB-RUH",
"BONYAN AVIATION LTD","5401","31/10/2017","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5406","11/11/2017","19:25","ADH","DXB-JNB",
"BONYAN AVIATION LTD","5412","02/11/2017","08:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5440","04/11/2017","15:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5448","06/11/2017","11:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5457","08/11/2017","04:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5477","18/11/2017","09:00","CCJ","RUH-NCE-BOD-RUH",
"BONYAN AVIATION LTD","5483","11/11/2017","14:20","CCJ","RUH-DXB",
"BONYAN AVIATION LTD","5484","12/11/2017","07:30","ADH","DXB-RUH",
"BONYAN AVIATION LTD","5508","16/11/2017","08:40","ADH","RUH-DXB",
"BONYAN AVIATION LTD","5509","16/11/2017","08:40","ADH","RUH-DXB",
"BONYAN AVIATION LTD","5600","22/12/2017","12:00","CCJ","RUH-HOF-RUH",
"BONYAN AVIATION LTD","5613","30/11/2017","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5622","05/12/2017","08:10","ADH","SCQ-MAD-DXB-RUH",
"BONYAN AVIATION LTD","5623","06/12/2017","14:55","ADH","DMM-DXB",
"BONYAN AVIATION LTD","5630","04/12/2017","13:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5637","06/12/2017","08:00","CCJ","RUH-HOF-RUH",
"BONYAN AVIATION LTD","5666","10/12/2017","06:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5681","12/12/2017","12:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5711","21/12/2017","11:00","CCJ","RUH-DWC-RUH",
"BONYAN AVIATION LTD","5715","17/12/2017","11:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5718","21/12/2017","17:00","CCJ","DWC-RUH-DWC",
"BONYAN AVIATION LTD","5721","17/12/2017","18:15","ADH","RUH-DXB-HKG",
"BONYAN AVIATION LTD","5777","28/12/2017","09:00","CCJ","RUH-DWC-RUH",
"BONYAN AVIATION LTD","5809","04/01/2018","09:45","CCJ","RUH-BEY-LBG",
"BONYAN AVIATION LTD","5828","05/01/2018","14:00","ADH","BEY-RUH-BEY",
"BONYAN AVIATION LTD","5829","04/01/2018","19:15","ADH","BEY-DXB-BEY",
"BONYAN AVIATION LTD","5838","08/01/2018","10:00","ADH","BEY-BEY",
"BONYAN AVIATION LTD","5856","08/01/2018","03:30","ADH","DXB-BEY",
"BONYAN AVIATION LTD","5857","09/01/2018","09:00","CCJ","BEY-RUH",
"BONYAN AVIATION LTD","5859","11/01/2018","10:00","CCJ","RUH-HBE-NHT",
"BONYAN AVIATION LTD","5872","12/01/2018","10:00","CCJ","NHT-FAB-RUH",
"BONYAN AVIATION LTD","5903","13/01/2018","21:50","ADH","LHR-BAH-DMM-RUH",
"BONYAN AVIATION LTD","5918","15/01/2018","06:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5933","19/01/2018","12:20","ADH","WDH-ADD-RUH",
"BONYAN AVIATION LTD","5937","19/01/2018","05:25","CCJ","RUH-BEY",
"BONYAN AVIATION LTD","5938","20/01/2018","12:00","CCJ","LBG-RUH",
"BONYAN AVIATION LTD","5956","21/01/2018","08:50","ADH","RUH-DXB-RUH",
"BONYAN AVIATION LTD","5975","22/01/2018","06:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","5994","25/01/2018","07:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6031","31/01/2018","12:00","CCJ","DWC-RUH-DXB",
"BONYAN AVIATION LTD","6033","31/01/2018","08:00","CCJ","RUH-DWC",
"BONYAN AVIATION LTD","6034","03/02/2018","17:45","CCJ","DXB-RUH",
"BONYAN AVIATION LTD","6035","29/01/2018","13:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6053","01/02/2018","13:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6071","06/02/2018","11:30","CCJ","RUH-LBG-JED-RUH",
"BONYAN AVIATION LTD","6079","05/02/2018","16:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6101","27/02/2018","11:00","CCJ","LBG-RUH",
"BONYAN AVIATION LTD","6102","27/02/2018","14:05","ADH","RUH-LBG",
"BONYAN AVIATION LTD","6121","13/02/2018","21:10","CCJ","RUH-DXB-HBE-LBG",
"BONYAN AVIATION LTD","6123","14/02/2018","15:45","ADH","DXB-RUH",
"BONYAN AVIATION LTD","6132","16/02/2018","08:30","ADH","AGP-BCN-DXB",
"BONYAN AVIATION LTD","6136","17/02/2018","00:30","ADH","RUH-CPT-SCQ",
"BONYAN AVIATION LTD","6175","22/02/2018","07:25","ADH","JNB-DXB",
"BONYAN AVIATION LTD","6176","23/02/2018","06:30","ADH","RKT-DXB",
"BONYAN AVIATION LTD","6178","22/02/2018","06:35","ADH","RUH-DXB",
"BONYAN AVIATION LTD","6285","08/03/2018","07:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6319","13/03/2018","12:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6354","18/03/2018","16:35","ADH","HKG-DXB-RUH",
"BONYAN AVIATION LTD","6362","18/03/2018","07:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6383","03/04/2018","06:35","ADH","RUH-DXB-JNB",
"BONYAN AVIATION LTD","6399","21/03/2018","13:00","CCJ","RUH-CAI-RUH",
"BONYAN AVIATION LTD","6452","31/03/2018","22:10","ADH","RUH-LHR-MAD-SDR",
"BONYAN AVIATION LTD","6457","28/03/2018","08:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6499","10/04/2018","09:00","ADH","RUH-DWC-RUH",
"BONYAN AVIATION LTD","6509","11/04/2018","14:00","CCJ","RUH-CAI-RUH",
"BONYAN AVIATION LTD","6512","04/04/2018","05:00","ADH","RUH-RUH-RUH",
"BONYAN AVIATION LTD","6518","05/04/2018","05:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6545","07/04/2018","04:50","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6551","14/04/2018","17:25","CCJ","RUH-DXB",
"BONYAN AVIATION LTD","6557","26/04/2018","14:30","ADH","RUH-HOF-RUH",
"BONYAN AVIATION LTD","6562","10/04/2018","05:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6608","16/04/2018","06:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6638","18/04/2018","16:55","ADH","DXB-RUH",
"BONYAN AVIATION LTD","6659","22/04/2018","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6703","01/05/2018","18:25","ADH","RUH-DXB-HKG",
"BONYAN AVIATION LTD","6751","01/05/2018","13:00","ADH","RUH-DXB",
"BONYAN AVIATION LTD","6752","02/05/2018","07:25","ADH","JNB-DXB",
"BONYAN AVIATION LTD","6783","04/05/2018","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6789","05/05/2018","12:00","ADH","DXB-RUH",
"BONYAN AVIATION LTD","6799","05/05/2018","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6815","08/05/2018","08:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6867","13/05/2018","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6888","21/05/2018","13:30","CCJ","RUH-JED-RUH",
"BONYAN AVIATION LTD","6908","24/05/2018","09:05","ADH","RUH-BAH-RUH",
"BONYAN AVIATION LTD","6922","21/05/2018","18:00","ADH","JED-JED",
"BONYAN AVIATION LTD","6952","27/05/2018","08:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","6953","28/05/2018","18:30","CCJ","RUH-DXB",
"BONYAN AVIATION LTD","6964","07/06/2018","08:00","CCJ","DXB-BEY",
"BONYAN AVIATION LTD","6968","08/06/2018","14:00","CCJ","BEY-DMM-RUH-BEY-GOA",
"BONYAN AVIATION LTD","6974","30/05/2018","12:00","ADH","DXB-RUH",
"BONYAN AVIATION LTD","6983","03/06/2018","04:00","ADH","DXB-DXB",
"BONYAN AVIATION LTD","7007","07/06/2018","02:25","ADH","JED-DXB",
"BONYAN AVIATION LTD","7013","06/06/2018","08:40","ADH","RUH-DXB",
"BONYAN AVIATION LTD","7024","06/06/2018","10:00","ADH","JED-JED",
"BONYAN AVIATION LTD","7051","11/06/2018","05:30","ADH","BEY-RUH",
"BONYAN AVIATION LTD","7054","11/06/2018","14:50","ADH","BEY-RUH",
"BONYAN AVIATION LTD","7064","11/06/2018","14:50","ADH","BEY-RUH-BEY",
"BONYAN AVIATION LTD","7080","22/06/2018","15:45","CCJ","GOA-RUH",
"BONYAN AVIATION LTD","7103","14/06/2018","09:30","ADH","RUH-RUH",
"BONYAN AVIATION LTD","7134","20/06/2018","14:55","ADH","RUH-BEY",
"BONYAN AVIATION LTD","7139","18/06/2018","10:00","ADH","BEY-BEY",
"BONYAN AVIATION LTD","7150","19/06/2018","16:50","ADH","SSH-CAI-BEY",
"BONYAN AVIATION LTD","7165","21/06/2018","11:10","ADH","DXB-BEY",
"BONYAN AVIATION LTD","7178","23/06/2018","06:15","ADH","RUH-DXB",
"BONYAN AVIATION LTD","7227","30/06/2018","18:30","ADH","RUH-BAH-LHR",
"BONYAN AVIATION LTD","7245","05/07/2018","01:10","ADH","RUH-FRA-SCQ",
"BONYAN AVIATION LTD","7246","04/07/2018","05:30","ADH","SDR-MAD-LHR-RUH",
"BONYAN AVIATION LTD","7255","30/06/2018","09:00","ADH","RUH-RUH",
"BONYAN AVIATION LTD","7271","06/07/2018","13:00","CCJ","DXB-RUH-JED",
"BONYAN AVIATION LTD","7278","06/07/2018","09:20","CCJ","RUH-DXB",
"BONYAN AVIATION LTD","7311","09/07/2018","10:00","ADH","JED-JED",
"AVIATION HORIZONS LTD","3690","05/01/2017","19:30","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","3692","05/01/2017","11:00","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3698","06/01/2017","04:30","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3699","06/01/2017","17:00","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3730","12/01/2017","09:00","CNT","JED-BAH-JED",
"AVIATION HORIZONS LTD","3747","14/01/2017","11:05","CNT","JED-BEY-JED",
"AVIATION HORIZONS LTD","3752","14/01/2017","15:00","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","3762","24/01/2017","06:40","CNT","JED-LHE-JED",
"AVIATION HORIZONS LTD","3764","17/01/2017","12:50","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3770","18/01/2017","23:30","CNT","JED-LBG-AGP",
"AVIATION HORIZONS LTD","3784","22/01/2017","10:30","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3789","23/01/2017","23:00","CNT","AGP-JED-GVA",
"AVIATION HORIZONS LTD","3814","25/01/2017","18:30","CNT","JED-RUH-AHB-JED",
"AVIATION HORIZONS LTD","3816","26/01/2017","09:45","CNT","JED-RUH-DWC-RUH-JED",
"AVIATION HORIZONS LTD","3828","27/01/2017","12:00","CNT","GVA-ZRH",
"AVIATION HORIZONS LTD","3829","28/01/2017","11:00","CNT","JED-ULH-JED",
"AVIATION HORIZONS LTD","3833","29/01/2017","15:55","ADH","ZRH-AGP",
"AVIATION HORIZONS LTD","3838","30/01/2017","05:55","CNT","ZRH-BCN",
"AVIATION HORIZONS LTD","3839","30/01/2017","00:45","CNT","JED-BCN",
"AVIATION HORIZONS LTD","3841","29/01/2017","17:10","CNT","JED-CAI-JED",
"AVIATION HORIZONS LTD","3844","30/01/2017","17:00","CNT","JED-ADJ-JED",
"AVIATION HORIZONS LTD","3853","01/02/2017","15:50","CNT","BCN-JED",
"AVIATION HORIZONS LTD","3858","03/02/2017","13:25","CNT","JED-NUE-LBG-JED",
"AVIATION HORIZONS LTD","3859","04/02/2017","09:00","CNT","BCN-JED",
"AVIATION HORIZONS LTD","3866","04/02/2017","10:00","CNT","JED-RUH",
"AVIATION HORIZONS LTD","3870","06/02/2017","05:30","CNT","RUH-JED",
"AVIATION HORIZONS LTD","3872","09/02/2017","15:00","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3873","10/02/2017","11:00","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3886","08/02/2017","06:00","CNT","JED-TIF-JED",
"AVIATION HORIZONS LTD","3887","10/02/2017","00:10","CNT","JED-FRA-JED",
"AVIATION HORIZONS LTD","3897","13/02/2017","16:00","CNT","JED-MED-JED",
"AVIATION HORIZONS LTD","3898","14/02/2017","05:00","CNT","JED-MED-JED",
"AVIATION HORIZONS LTD","3903","15/02/2017","00:30","CNT","JED-NUE-JED",
"AVIATION HORIZONS LTD","3905","13/02/2017","19:30","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3910","14/02/2017","05:00","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3918","15/02/2017","18:00","CNT","JED-SNN",
"AVIATION HORIZONS LTD","3932","17/02/2017","11:00","CNT","JED-KWI-JED",
"AVIATION HORIZONS LTD","3935","17/02/2017","19:00","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","3936","17/02/2017","12:00","CNT","JED-JED",
"AVIATION HORIZONS LTD","3937","17/02/2017","19:00","CNT","JED-RUH-JED",
"AVIATION HORIZONS LTD","3947","20/02/2017","13:30","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","3948","21/02/2017","15:00","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","4065","09/03/2017","20:50","ADH","JED-SNN-BGR-MCO",
"AVIATION HORIZONS LTD","4067","11/03/2017","05:00","CNT","JED-SNN-BGR",
"AVIATION HORIZONS LTD","4068","11/03/2017","05:00","CNT","JED-SNN-BGR-MCO",
"AVIATION HORIZONS LTD","7030","07/06/2018","15:00","ADH","RUH-JED",
"AVIATION HORIZONS LTD","7031","11/06/2018","02:00","ADH","JED-IST",
"AVIATION HORIZONS LTD","7036","08/06/2018","11:30","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","7065","11/06/2018","09:45","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","7107","14/06/2018","12:30","ADH","IST-JED",
"AVIATION HORIZONS LTD","7108","13/06/2018","13:00","ADH","BGW-BGW",
"AVIATION HORIZONS LTD","7110","14/06/2018","13:00","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","7112","14/06/2018","14:30","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","7114","15/06/2018","15:00","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","7120","14/06/2018","09:00","ADH","SHW-EAM",
"AVIATION HORIZONS LTD","7145","19/06/2018","03:00","ADH","JED-DMM-MED-JED",
"AVIATION HORIZONS LTD","7191","23/06/2018","14:50","ADH","JED-RUH-JED",
"AVIATION HORIZONS LTD","7219","27/06/2018","02:00","ADH","JED-IST",
"AVIATION HORIZONS LTD","7220","27/06/2018","03:50","ADH","JED-DWC-RUH-JED",
"AVIATION HORIZONS LTD","7232","27/06/2018","22:00","ADH","RUH-AMS",
"AVIATION HORIZONS LTD","7236","28/06/2018","11:15","ADH","RUH-JED-RUH",
"AVIATION HORIZONS LTD","7244","28/06/2018","17:00","ADH","RUH-DWC-JED",
"AVIATION HORIZONS LTD","7256","29/06/2018","19:45","ADH","JED-LBG-JMK-ATH-JMK-AGP-JED",
"AVIATION HORIZONS LTD","7296","09/07/2018","03:00","ADH","JED-DUS-AGP",
"LINK AERO TRADING AGENCY","6972","30/05/2018","21:00","ADH","JED-SOF",
"EURO JET INTERCONTINENTAL","3678","09/01/2017","09:10","ADH","JED-ZRH",
"EURO JET INTERCONTINENTAL","3701","06/01/2017","10:25","ADH","DXB-JED",
"EURO JET INTERCONTINENTAL","3736","15/01/2017","13:30","ADH","STR-RUH-KWI",
"EURO JET INTERCONTINENTAL","3745","13/01/2017","07:40","ADH","STN-JED-RUH",
"EURO JET INTERCONTINENTAL","3783","21/01/2017","10:35","ADH","ZRH-JED",
"EURO JET INTERCONTINENTAL","3797","24/01/2017","04:40","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","3813","29/01/2017","06:10","ADH","RUH-JED-RUH",
"EURO JET INTERCONTINENTAL","3815","26/01/2017","13:10","ADH","RUH-JED-RUH",
"EURO JET INTERCONTINENTAL","3849","31/01/2017","16:30","ADH","JED-SZB",
"EURO JET INTERCONTINENTAL","3869","07/02/2017","04:40","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","3888","14/02/2017","13:10","ADH","JED-MED-JED-DXB",
"EURO JET INTERCONTINENTAL","3900","12/02/2017","16:10","ADH","RUH-JED",
"EURO JET INTERCONTINENTAL","3911","14/02/2017","12:10","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","3917","16/02/2017","10:10","ADH","JED-DMM",
"EURO JET INTERCONTINENTAL","3949","02/03/2017","05:10","ADH","RUH-JED",
"EURO JET INTERCONTINENTAL","4003","08/03/2017","22:35","ADH","DMM-JED",
"EURO JET INTERCONTINENTAL","4012","04/03/2017","08:00","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","4030","05/03/2017","06:10","ADH","DWC-JED",
"EURO JET INTERCONTINENTAL","4066","26/03/2017","09:05","ADH","JED-ATH",
"EURO JET INTERCONTINENTAL","4089","14/03/2017","12:10","ADH","DXB-JED-BXO",
"EURO JET INTERCONTINENTAL","4120","27/03/2017","10:10","ADH","RUH-JED-KWI",
"EURO JET INTERCONTINENTAL","4151","24/03/2017","15:10","ADH","LBG-JED-CMF",
"EURO JET INTERCONTINENTAL","4167","30/03/2017","14:10","ADH","RUH-JED",
"EURO JET INTERCONTINENTAL","4186","01/04/2017","08:10","ADH","BXO-JED-DXB",
"EURO JET INTERCONTINENTAL","4214","03/04/2017","07:10","ADH","JED-DO1",
"EURO JET INTERCONTINENTAL","4245","07/04/2017","12:10","ADH","JED-DO1-JED",
"EURO JET INTERCONTINENTAL","4331","18/04/2017","05:40","ADH","JED-LIN",
"EURO JET INTERCONTINENTAL","4350","25/04/2017","14:20","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","4418","06/05/2017","07:10","ADH","JED-ZRH",
"EURO JET INTERCONTINENTAL","4462","21/05/2017","06:40","ADH","RUH-JED-RUH",
"EURO JET INTERCONTINENTAL","4480","19/05/2017","12:00","ADH","HHN-RUH-LCA",
"EURO JET INTERCONTINENTAL","4486","19/05/2017","11:40","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4493","19/05/2017","18:10","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4499","24/05/2017","08:00","ADH","JED-CAI",
"EURO JET INTERCONTINENTAL","4512","28/05/2017","18:10","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","4518","27/05/2017","20:35","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4572","08/06/2017","01:10","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4577","05/06/2017","20:10","ADH","RUH-JED",
"EURO JET INTERCONTINENTAL","4581","07/06/2017","00:50","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4597","09/06/2017","16:10","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4601","11/06/2017","21:25","ADH","JED-DWC",
"EURO JET INTERCONTINENTAL","4604","11/06/2017","22:10","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","4612","17/06/2017","18:10","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","4677","02/07/2017","07:40","ADH","JED-BXO",
"EURO JET INTERCONTINENTAL","4774","18/07/2017","17:00","ADH","XCR-RUH",
"EURO JET INTERCONTINENTAL","4784","24/07/2017","06:40","ADH","JED-JMK",
"EURO JET INTERCONTINENTAL","4785","21/07/2017","13:10","ADH","JED-GVA",
"EURO JET INTERCONTINENTAL","4827","31/07/2017","09:20","ADH","JRO-JED-HER",
"EURO JET INTERCONTINENTAL","4833","02/08/2017","15:10","ADH","LBG-JED-LBG",
"EURO JET INTERCONTINENTAL","4860","11/08/2017","07:10","ADH","JED-ZRH",
"EURO JET INTERCONTINENTAL","4886","11/08/2017","15:35","ADH","ATH-JED-ATH",
"EURO JET INTERCONTINENTAL","4888","17/08/2017","12:10","ADH","LBG-JED-LBG",
"EURO JET INTERCONTINENTAL","4976","30/08/2017","08:10","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","5034","15/09/2017","11:55","ADH","ATH-JED-AZI",
"EURO JET INTERCONTINENTAL","5036","08/09/2017","13:10","ADH","DXB-JED-DXB",
"EURO JET INTERCONTINENTAL","5052","15/09/2017","11:55","ADH","ATH-JED-AZI",
"EURO JET INTERCONTINENTAL","5054","12/09/2017","11:45","ADH","BBU-EBL",
"EURO JET INTERCONTINENTAL","5060","10/09/2017","10:10","ADH","LBG-JED-LBG",
"EURO JET INTERCONTINENTAL","5100","17/09/2017","18:10","ADH","JED-AZI",
"EURO JET INTERCONTINENTAL","5118","18/09/2017","15:25","ADH","AZI-JED-SVO",
"EURO JET INTERCONTINENTAL","5133","21/09/2017","05:13","ADH","MLE-JED-MLA",
"EURO JET INTERCONTINENTAL","5205","05/10/2017","11:10","ADH","MED-JED-DWC",
"EURO JET INTERCONTINENTAL","5266","14/10/2017","13:10","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","5333","28/10/2017","07:10","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","5357","24/10/2017","11:50","ADH","RUH-MUC",
"EURO JET INTERCONTINENTAL","5403","03/11/2017","07:10","ADH","JED-LBG",
"EURO JET INTERCONTINENTAL","5436","06/11/2017","05:40","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","5464","08/11/2017","16:10","ADH","RUH-JED",
"EURO JET INTERCONTINENTAL","5479","12/11/2017","07:40","ADH","JED-BXO",
"EURO JET INTERCONTINENTAL","5601","02/12/2017","07:10","ADH","JED-ZRH",
"EURO JET INTERCONTINENTAL","5638","06/12/2017","17:10","ADH","JED-LIG",
"EURO JET INTERCONTINENTAL","5762","23/12/2017","09:40","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","5833","08/01/2018","07:00","ADH","JED-BXO",
"EURO JET INTERCONTINENTAL","6000","29/01/2018","12:10","ADH","LBG-JED-LBG",
"EURO JET INTERCONTINENTAL","6006","28/01/2018","05:10","ADH","JED-RUH",
"EURO JET INTERCONTINENTAL","6007","07/02/2018","13:10","ADH","DXB-JED-BXO",
"EURO JET INTERCONTINENTAL","6098","13/02/2018","08:30","ADH","MED-JED-GNY",
"EURO JET INTERCONTINENTAL","6248","06/03/2018","09:10","ADH","RUH-JED-LBG",
"EURO JET INTERCONTINENTAL","6356","16/03/2018","12:40","ADH","DXB-JED-DXB",
"EURO JET INTERCONTINENTAL","6444","27/03/2018","11:40","ADH","DXB-JED-BXO",
"EURO JET INTERCONTINENTAL","6541","11/04/2018","08:10","ADH","BXO-JED-DXB",
"EURO JET INTERCONTINENTAL","6619","18/04/2018","15:40","ADH","DWC-JED-DXB",
"EURO JET INTERCONTINENTAL","6633","24/04/2018","10:00","ADH","BTS-JED-RUH",
"EURO JET INTERCONTINENTAL","6634","25/04/2018","15:00","ADH","JED-RUH-BRU",
"EURO JET INTERCONTINENTAL","6739","02/05/2018","18:55","ADH","MED-JED-DWC",
"EURO JET INTERCONTINENTAL","6755","03/05/2018","05:10","ADH","DXB-JED-BXO",
"EURO JET INTERCONTINENTAL","6758","07/05/2018","07:10","ADH","RUH-JED-RUH",
"EURO JET INTERCONTINENTAL","6837","12/05/2018","10:15","ADH","NCE-JED-LUG",
"EURO JET INTERCONTINENTAL","6913","22/05/2018","13:55","ADH","DWC-JED-DWC",
"EURO JET INTERCONTINENTAL","6950","26/05/2018","13:45","ADH","BXO-JED-DXB",
"EURO JET INTERCONTINENTAL","6982","02/06/2018","10:10","ADH","DWC-JED-DWC",
"EURO JET INTERCONTINENTAL","6987","04/06/2018","08:10","ADH","EBL-JED-EBL",
"EURO JET INTERCONTINENTAL","7008","06/06/2018","14:00","ADH","SVO-JED-SVO",
"EURO JET INTERCONTINENTAL","7009","05/06/2018","20:05","ADH","LTN-JED-PEK",
"EURO JET INTERCONTINENTAL","7083","13/06/2018","12:10","ADH","BJV-JED-ALA",
"EURO JET INTERCONTINENTAL","7137","18/06/2018","14:10","ADH","JED-DXB",
"EURO JET INTERCONTINENTAL","7147","19/06/2018","17:40","ADH","DWC-JED",
"EURO JET INTERCONTINENTAL","7213","27/06/2018","12:10","ADH","JED-TUN",
"EURO JET INTERCONTINENTAL","7233","27/06/2018","17:10","ADH","TUN-JED-LBG",
"EURO JET INTERCONTINENTAL","7287","04/07/2018","08:00","ADH","STN-RUH-NCE",
"EURO JET INTERCONTINENTAL","7301","06/07/2018","22:15","ADH","JED-JED-BEY",
"AKVI","3659","06/09/2017","17:10","ADH","RUH-DMM",
"AKVI","3660","08/09/2017","05:45","ADH","DMM-GVA",
"AKVI","3661","09/09/2017","05:00","ADH","DMM-GVA",
"AKVI","3662","28/06/2017","05:35","ADH","GVA-RUH",
"AKVI","3663","28/06/2017","08:15","ADH","GVA-JED",
"AKVI","3666","30/06/2017","04:25","ADH","GVA-CAI-DMM",
"AKVI","3667","03/07/2017","09:00","ERJ","STN-DMM",
"AKVI","3668","05/07/2017","14:00","ERJ","FAO-JED",
"AKVI","3669","06/09/2017","14:45","ADH","DMM-CAI-GVA",
"AKVI","3670","08/09/2017","06:25","ADH","DMM-CAI-GVA",
"AKVI","3674","27/06/2017","02:55","ADH","GVA-DMM",
"AKVI","3675","28/06/2017","10:00","ADH","LTN-DMM",
"AKVI","3676","29/06/2017","02:40","ADH","GVA-JED",
"AKVI","3684","23/01/2017","12:30","CR2","DMM-AUH-DMM",
"AKVI","3686","25/04/2017","02:50","ERJ","DHA-SAW",
"AKVI","3689","31/03/2017","07:00","ERJ","DMM-IST-TAS-SKD",
"AKVI","3693","05/09/2017","10:00","ADH","DMM-GVA",
"AKVI","3700","18/01/2017","22:40","ADH","ATH-DOH-DMM",
"AKVI","3712","15/01/2017","00:45","ADH","ATL-DOH-DMM",
"AKVI","3717","26/01/2017","15:15","ADH","DXB-DWC",
"AKVI","3718","04/02/2017","11:20","ADH","DWC-DXB",
"AKVI","3721","26/01/2017","12:00","CR2","DMM-DWC-DMM",
"AKVI","3728","22/01/2017","03:00","ADH","DMM-RUH-DMM",
"AKVI","3732","14/02/2017","15:00","CR2","DMM-RUH-DMM",
"AKVI","3754","13/02/2017","07:00","CR2","DMM-KWI-DMM",
"AKVI","3760","22/01/2017","16:50","ADH","DMM-RUH",
"AKVI","3763","16/02/2017","10:00","ADH","DMM-AQI-DMM",
